Kennziffer,Raumeinheit,Aggregat,Bevölkerung,Kinos,Kinosäle,Kinositzplätze,Einwohnerdichte,Siedlungs- und Verkehrsfläche,ÖV-Haltestellen,ÖV-Abfahrten
6433003,Büttelborn,Grundzentrum,14992,0,0,0,499.57,23.49,19,1595
6433004,Gernsheim,Grundzentrum,11024,0,0,0,274.84,19.35,20,985
6433005,Ginsheim-Gustavsburg,Grundzentrum,16960,1,1,100,1216.64,39.74,12,1443
6433007,Kelsterbach,Grundzentrum,17375,0,0,0,1127.51,55.74,26,1813
6433009,Nauheim,Grundzentrum,10840,0,0,0,787.22,22.29,13,992
6433010,Raunheim,Grundzentrum,16542,0,0,0,1312.86,40.48,27,1886
6433011,Riedstadt,Grundzentrum,24209,0,0,0,328.35,15.31,31,2957
6433013,Stockstadt am Rhein,Grundzentrum,6333,0,0,0,338.12,15.59,5,483
6433014,Trebur,Grundzentrum,13196,0,0,0,263.24,13.48,33,1803
6434003,Glashütten,Grundzentrum,5437,0,0,0,200.63,11.44,18,963
6434004,Grävenwiesbach,Grundzentrum,5352,0,0,0,124.03,12.61,18,743
6434007,Neu-Anspach,Grundzentrum,14512,1,1,150,401.77,21.68,21,1090
6434009,Schmitten im Taunus,Grundzentrum,9563,0,0,0,269.3,15.15,25,1244
6434010,Steinbach (Taunus),Grundzentrum,10846,0,0,0,2465,41.82,11,869
6434012,Wehrheim,Grundzentrum,9340,0,0,0,243.61,18.94,18,671
6434013,Weilrod,Grundzentrum,6652,0,0,0,93.47,12.04,42,2133
6435003,Biebergemünd,Grundzentrum,8394,0,0,0,107,8.87,26,860
6435004,Birstein,Grundzentrum,6203,0,0,0,71.62,10.05,29,554
6435005,Brachttal,Grundzentrum,5089,0,0,0,165.01,12.91,12,417
6435007,Erlensee,Grundzentrum,15969,0,0,0,859.47,32.19,37,1971
6435008,Flörsbachtal,Grundzentrum,2370,0,0,0,45.48,7.22,14,192
6435009,Freigericht,Grundzentrum,14641,0,0,0,437.44,19.21,28,1166
6435011,Großkrotzenburg,Grundzentrum,7505,0,0,0,1004.69,46.18,7,608
6435012,Gründau,Grundzentrum,14780,0,0,0,218.64,14.44,21,798
6435013,Hammersbach,Grundzentrum,4913,0,0,0,243.94,15.69,9,766
6435015,Hasselroth,Grundzentrum,7409,0,0,0,391.39,17.86,16,964
6435016,Jossgrund,Grundzentrum,3453,0,0,0,68.12,9.45,18,400
6435017,Langenselbold,Grundzentrum,14608,0,0,0,556.92,25.09,25,2126
6435018,Linsengericht,Grundzentrum,9883,0,0,0,331.64,18.09,16,727
6435020,Neuberg,Grundzentrum,5505,0,0,0,521.8,23.51,8,525
6435021,Nidderau,Grundzentrum,20700,1,5,715,442.97,18.04,37,2773
6435022,Niederdorfelden,Grundzentrum,4034,0,0,0,618.71,20.55,4,292
6435023,Rodenbach,Grundzentrum,11351,0,0,0,678.08,24.73,14,1234
6435024,Ronneburg,Grundzentrum,3504,0,0,0,245.89,16.35,8,260
6435026,Schöneck,Grundzentrum,11986,0,0,0,557.49,22.19,10,651
6435027,Sinntal,Grundzentrum,8840,0,0,0,79.06,11.36,28,728
6435028,Steinau an der Straße,Grundzentrum,10371,0,0,0,98.9,12.67,28,701
6436002,Eppstein,Grundzentrum,13758,0,0,0,568.75,20.42,23,1130
6436009,Kriftel,Grundzentrum,11151,0,0,0,1649.56,47.34,9,704
6436010,Liederbach am Taunus,Grundzentrum,9062,0,0,0,1461.61,36.61,14,1013
6436012,Sulzbach (Taunus),Grundzentrum,9298,1,12,3269,1184.46,36.43,14,855
6437001,Bad König,Grundzentrum,9951,0,0,0,212.95,11.83,40,878
6437003,Brensbach,Grundzentrum,5013,0,0,0,216.26,16.7,15,606
6437004,Breuberg,Grundzentrum,7577,0,0,0,246.33,13.46,18,805
6437005,Brombachtal,Grundzentrum,3493,0,0,0,170.89,17.51,10,229
6437007,Fränkisch-Crumbach,Grundzentrum,3078,0,0,0,190.94,9.55,6,295
6437009,Höchst i.Odw.,Grundzentrum,10319,1,2,220,338.22,18.81,22,764
6437010,Lützelbach,Grundzentrum,6800,0,0,0,191.87,12.81,21,556
6437012,Mossautal,Grundzentrum,2475,0,0,0,51.04,6.06,26,428
6437013,Reichelsheim (Odenwald),Grundzentrum,8517,0,0,0,146.32,11.37,54,1776
6437016,Oberzent,Grundzentrum,10280,0,0,0,62.07,7.29,73,1560
6438003,Egelsbach,Grundzentrum,11452,0,0,0,773.26,31.74,24,1791
6438004,Hainburg,Grundzentrum,14403,0,0,0,903.58,29.36,9,904
6438007,Mainhausen,Grundzentrum,9897,0,0,0,552.29,31.25,10,542
6439001,Aarbergen,Grundzentrum,6374,0,0,0,187.64,15.45,12,514
6439005,Heidenrod,Grundzentrum,7927,0,0,0,82.63,10.18,35,1136
6439006,Hohenstein,Grundzentrum,6235,0,0,0,97.64,9.97,19,742
6439007,Hünstetten,Grundzentrum,10496,0,0,0,207.51,14.53,18,777
6439009,Kiedrich,Grundzentrum,4074,0,0,0,330.15,10.45,5,285
6439010,Lorch,Grundzentrum,4017,0,0,0,73.8,9.77,21,280
6439011,Niedernhausen,Grundzentrum,14845,0,0,0,420.66,18.76,31,1541
6439012,Oestrich-Winkel,Grundzentrum,11823,0,0,0,198.67,9.76,23,1056
6439014,Schlangenbad,Grundzentrum,6481,0,0,0,177.51,13.2,17,892
6439016,Waldems,Grundzentrum,5160,0,0,0,140.68,11.4,13,406
6439017,Walluf,Grundzentrum,5523,0,0,0,819.44,29.08,11,573
6440001,Altenstadt,Grundzentrum,12689,0,0,0,421.7,23.89,17,906
6440006,Echzell,Grundzentrum,5852,0,0,0,155.43,10.73,8,468
6440007,Florstadt,Grundzentrum,8901,0,0,0,224.77,14.09,16,901
6440009,Gedern,Grundzentrum,7271,0,0,0,96.64,10.47,15,493
6440010,Glauburg,Grundzentrum,3090,0,0,0,243.88,16.42,7,276
6440011,Hirzenhain,Grundzentrum,2950,0,0,0,183.12,15.08,6,181
6440012,Karben,Grundzentrum,23172,1,2,309,527.36,20.16,38,2157
6440013,Kefenrod,Grundzentrum,2707,0,0,0,88.26,9.91,12,427
6440014,Limeshain,Grundzentrum,5856,0,0,0,468.48,21.76,7,376
6440015,Münzenberg,Grundzentrum,5832,0,0,0,184.38,16.47,10,430
6440017,Niddatal,Grundzentrum,9988,0,0,0,248.15,13.04,14,764
6440018,Ober-Mörlen,Grundzentrum,5847,0,0,0,155.3,13.31,8,243
6440019,Ortenberg,Grundzentrum,8962,0,0,0,163.84,13.33,23,902
6440020,Ranstadt,Grundzentrum,5374,0,0,0,156.86,13.22,12,415
6440021,Reichelsheim (Wetterau),Grundzentrum,6955,0,0,0,252.36,14.51,10,460
6440022,Rockenberg,Grundzentrum,4545,0,0,0,281.6,15.61,8,324
6440023,Rosbach v.d.Höhe,Grundzentrum,13110,0,0,0,289.21,17.65,13,529
6440024,Wölfersheim,Grundzentrum,9762,0,0,0,226.44,16.59,17,763
6440025,Wöllstadt,Grundzentrum,6740,0,0,0,438.23,17.49,8,650
6531001,Allendorf (Lumda),Grundzentrum,4065,0,0,0,184.35,13.29,9,303
6531002,Biebertal,Grundzentrum,10070,0,0,0,229.18,14.54,26,1394
6531003,Buseck,Grundzentrum,13246,0,0,0,343.07,23.05,22,843
6531004,Fernwald,Grundzentrum,7150,0,0,0,331.48,21.23,9,485
6531007,Heuchelheim a.d.Lahn,Grundzentrum,8052,0,0,0,761.06,36.48,12,1134
6531009,Langgöns,Grundzentrum,11813,0,0,0,224.88,17.55,19,515
6531012,Linden,Grundzentrum,13583,0,0,0,596.53,27.76,16,685
6531013,Lollar,Grundzentrum,10454,0,0,0,488.73,24.54,16,851
6531014,Pohlheim,Grundzentrum,18003,0,0,0,473.76,24.61,28,1248
6531015,Rabenau,Grundzentrum,5154,0,0,0,118.76,10.97,11,335
6531016,Reiskirchen,Grundzentrum,10527,0,0,0,233.99,18.8,21,858
6531017,Staufenberg,Grundzentrum,8551,0,0,0,299.2,15.64,10,486
6531018,Wettenberg,Grundzentrum,12828,0,0,0,298.88,16.78,38,1597
6532001,Aßlar,Grundzentrum,13924,0,0,0,319.58,18.94,23,1005
6532002,Bischoffen,Grundzentrum,3311,0,0,0,93.61,11.14,8,283
6532003,Braunfels,Grundzentrum,11131,0,0,0,235.43,16.26,26,726
6532004,Breitscheid,Grundzentrum,4780,0,0,0,150.74,13.02,15,435
6532005,Dietzhölztal,Grundzentrum,5611,0,0,0,149.75,10.78,17,798
6532007,Driedorf,Grundzentrum,5135,0,0,0,107.97,13.12,20,580
6532008,Ehringshausen,Grundzentrum,9540,0,0,0,209.99,15.1,25,829
6532009,Eschenburg,Grundzentrum,10079,0,0,0,220.16,18.02,22,695
6532010,Greifenstein,Grundzentrum,6584,0,0,0,97.69,12.21,22,679
6532013,Hohenahr,Grundzentrum,4900,0,0,0,107.2,10.89,15,568
6532014,Hüttenberg,Grundzentrum,10909,0,0,0,267.77,17.11,18,566
6532015,Lahnau,Grundzentrum,8284,0,0,0,346.03,18.88,10,655
6532016,Leun,Grundzentrum,5813,0,0,0,202.83,15.98,13,642
6532017,Mittenaar,Grundzentrum,4833,0,0,0,137.54,10.02,9,327
6532018,Schöffengrund,Grundzentrum,6524,0,0,0,191.26,15.24,18,407
6532019,Siegbach,Grundzentrum,2518,0,0,0,86.74,9.75,12,319
6532020,Sinn,Grundzentrum,6511,0,0,0,347.62,22.1,9,310
6532021,Solms,Grundzentrum,13862,0,0,0,407.47,22.84,17,999
6532022,Waldsolms,Grundzentrum,4856,0,0,0,108.51,12.8,13,325
6533001,Beselich,Grundzentrum,5789,0,0,0,183.54,17.82,14,478
6533002,Brechen,Grundzentrum,6475,0,0,0,260.46,18.99,6,252
6533003,Bad Camberg,Grundzentrum,14294,0,0,0,261.79,15.7,39,1449
6533004,Dornburg,Grundzentrum,8739,0,0,0,262.99,18.69,18,467
6533005,Elbtal,Grundzentrum,2441,0,0,0,219.71,20.25,6,190
6533006,Elz,Grundzentrum,7949,0,0,0,471.47,26.04,10,442
6533007,Hadamar,Grundzentrum,13042,0,0,0,318.18,19.15,24,1282
6533008,Hünfelden,Grundzentrum,9790,0,0,0,156.17,12.84,17,727
6533010,Löhnberg,Grundzentrum,4645,0,0,0,137.26,13.68,15,387
6533011,Mengerskirchen,Grundzentrum,5764,0,0,0,187.02,17,18,566
6533012,Merenberg,Grundzentrum,3219,0,0,0,139.41,15.59,11,299
6533013,Runkel,Grundzentrum,9457,0,0,0,216.36,17.39,28,865
6533014,Selters (Taunus),Grundzentrum,8092,0,0,0,199.95,13.79,22,520
6533015,Villmar,Grundzentrum,6775,0,0,0,157.19,13.6,26,492
6533016,Waldbrunn (Westerwald),Grundzentrum,5877,0,0,0,197.41,15.89,10,364
6533018,Weilmünster,Grundzentrum,8916,1,1,99,115.16,13.48,32,1008
6533019,Weinbach,Grundzentrum,4233,0,0,0,112.37,12.85,17,549
6534001,Amöneburg,Grundzentrum,4963,0,0,0,113.05,10.59,11,390
6534002,Angelburg,Grundzentrum,3428,0,0,0,204.9,16.5,9,264
6534003,Bad Endbach,Grundzentrum,7950,0,0,0,199.5,15.83,23,735
6534005,Breidenbach,Grundzentrum,6802,0,0,0,151.73,17.4,17,473
6534006,Cölbe,Grundzentrum,6532,0,0,0,244.83,19.42,18,668
6534007,Dautphetal,Grundzentrum,11418,0,0,0,158.54,13.84,24,771
6534008,Ebsdorfergrund,Grundzentrum,9033,0,0,0,123.96,11.34,25,612
6534009,Fronhausen,Grundzentrum,4139,0,0,0,148.51,14.64,13,222
6534012,Lahntal,Grundzentrum,7102,0,0,0,175.36,13.23,19,549
6534013,Lohra,Grundzentrum,5597,0,0,0,113.85,11.86,24,985
6534015,Münchhausen,Grundzentrum,3315,0,0,0,79.8,11.72,16,394
6534016,Neustadt (Hessen),Grundzentrum,10393,0,0,0,182.78,12.86,16,283
6534017,Rauschenberg,Grundzentrum,4488,0,0,0,66.67,8.36,18,572
6534019,Steffenberg,Grundzentrum,4052,0,0,0,166.75,17.12,9,249
6534020,Weimar (Lahn),Grundzentrum,7231,0,0,0,153.69,13.84,24,864
6534021,Wetter (Hessen),Grundzentrum,9010,0,0,0,86.2,7.96,18,542
6534022,Wohratal,Grundzentrum,2156,0,0,0,70.3,10.86,10,327
6535002,Antrifttal,Grundzentrum,1822,0,0,0,68.52,9.63,9,165
6535003,Feldatal,Grundzentrum,2410,0,0,0,43.28,9.1,13,182
6535004,Freiensteinau,Grundzentrum,3187,0,0,0,48.54,11.12,22,239
6535005,Gemünden (Felda),Grundzentrum,2760,0,0,0,50.18,9.87,16,258
6535006,Grebenau,Grundzentrum,2394,0,0,0,43.26,7.1,14,203
6535007,Grebenhain,Grundzentrum,4585,0,0,0,50.04,10.87,25,369
6535008,Herbstein,Grundzentrum,4685,0,0,0,58.58,10.54,16,297
6535009,Homberg (Ohm),Grundzentrum,7521,0,0,0,85.43,10.22,28,761
6535010,Kirtorf,Grundzentrum,3199,0,0,0,40.03,6.67,13,249
6535012,Lautertal (Vogelsberg),Grundzentrum,2274,0,0,0,42.43,9.07,12,194
6535013,Mücke,Grundzentrum,9485,0,0,0,110,13.6,29,492
6535014,Romrod,Grundzentrum,2710,0,0,0,49.79,7.79,7,143
6535015,Schlitz,Grundzentrum,9892,0,0,0,69.63,8.17,32,678
6535016,Schotten,Grundzentrum,10045,0,0,0,75.21,12.2,32,726
6535017,Schwalmtal,Grundzentrum,2903,0,0,0,53.4,9.35,13,292
6535018,Ulrichstein,Grundzentrum,3028,0,0,0,46.15,10.93,15,329
6535019,Wartenberg,Grundzentrum,3876,0,0,0,98.03,10.12,8,238
6631001,Bad Salzschlirf,Grundzentrum,3568,0,0,0,273.2,14.55,6,113
6631002,Burghaun,Grundzentrum,6436,0,0,0,98.95,13.01,18,425
6631003,Dipperz,Grundzentrum,3625,0,0,0,120.67,13.45,13,301
6631004,Ebersburg,Grundzentrum,4704,0,0,0,126.96,14.74,13,313
6631005,Ehrenberg (Rhön),Grundzentrum,2549,0,0,0,62.41,9.48,8,208
6631006,Eichenzell,Grundzentrum,11277,0,0,0,201.41,20,21,518
6631007,Eiterfeld,Grundzentrum,7110,0,0,0,79.15,11.61,29,451
6631008,Flieden,Grundzentrum,8673,0,0,0,174.68,17.36,33,691
6631010,Gersfeld (Rhön),Grundzentrum,5516,0,0,0,61.74,10.33,18,249
6631011,Großenlüder,Grundzentrum,8765,0,0,0,118.56,11.36,18,472
6631012,Hilders,Grundzentrum,4859,0,0,0,69.05,11.31,22,570
6631013,Hofbieber,Grundzentrum,6150,0,0,0,70.48,10.21,24,725
6631014,Hosenfeld,Grundzentrum,4593,0,0,0,90.54,10.13,15,465
6631016,Kalbach,Grundzentrum,6511,0,0,0,92.18,12.53,18,421
6631017,Künzell,Grundzentrum,17062,0,0,0,563.47,26.22,32,1489
6631018,Neuhof,Grundzentrum,10956,0,0,0,121.36,11.75,28,698
6631019,Nüsttal,Grundzentrum,2920,0,0,0,64.19,9.32,14,250
6631020,Petersberg,Grundzentrum,16410,0,0,0,462.12,25.57,33,1628
6631021,Poppenhausen (Wasserkuppe),Grundzentrum,2717,0,0,0,66.64,11.7,16,319
6631022,Rasdorf,Grundzentrum,1581,0,0,0,52.56,8.68,7,141
6631023,Tann (Rhön),Grundzentrum,4565,0,0,0,75.52,10.98,34,770
6632001,Alheim,Grundzentrum,4959,0,0,0,77.68,10.01,20,317
6632004,Breitenbach a.Herzberg,Grundzentrum,1714,0,0,0,40.4,8.58,10,200
6632005,Cornberg,Grundzentrum,1355,0,0,0,58.01,9.29,6,121
6632006,Friedewald,Grundzentrum,2531,0,0,0,63.85,10.82,10,291
6632007,Hauneck,Grundzentrum,3217,0,0,0,181.24,17.97,13,303
6632008,Haunetal,Grundzentrum,2949,0,0,0,53.68,10.41,23,332
6632010,Hohenroda,Grundzentrum,3099,0,0,0,86.69,13.23,11,212
6632011,Kirchheim,Grundzentrum,3614,0,0,0,71.41,13.3,22,416
6632012,Ludwigsau,Grundzentrum,5569,0,0,0,49.7,8.05,30,671
6632013,Nentershausen,Grundzentrum,2529,0,0,0,44.33,7.34,16,261
6632014,Neuenstein,Grundzentrum,3170,0,0,0,48.92,10.2,19,303
6632015,Niederaula,Grundzentrum,5302,0,0,0,82.64,13.95,20,500
6632016,Philippsthal (Werra),Grundzentrum,4111,0,0,0,192.91,23.28,19,647
6632017,Ronshausen,Grundzentrum,2399,0,0,0,63.75,6.62,8,106
6632019,Schenklengsfeld,Grundzentrum,4296,0,0,0,67.39,9.15,22,432
6632020,Wildeck,Grundzentrum,4971,0,0,0,124.49,15.15,18,447
6633001,Ahnatal,Grundzentrum,8052,0,0,0,446.59,25.96,28,1280
6633002,Bad Karlshafen,Grundzentrum,3695,0,0,0,248.82,21.35,17,533
6633004,Breuna,Grundzentrum,3574,0,0,0,88.25,11.43,9,387
6633005,Calden,Grundzentrum,7592,0,0,0,138.41,16.77,26,1266
6633006,Bad Emstal,Grundzentrum,5967,0,0,0,154.27,12.31,17,803
6633007,Espenau,Grundzentrum,5266,0,0,0,387.21,22.21,10,520
6633008,Fuldabrück,Grundzentrum,8953,0,0,0,501.29,34.32,24,1619
6633009,Fuldatal,Grundzentrum,12837,0,0,0,381.26,28.36,37,2900
6633010,Grebenstein,Grundzentrum,5790,0,0,0,116.17,13.54,14,417
6633011,Habichtswald,Grundzentrum,5254,0,0,0,186.25,13.86,12,495
6633012,Helsa,Grundzentrum,5755,0,0,0,223.41,16.5,11,624
6633014,Immenhausen,Grundzentrum,7092,0,0,0,248.49,18.75,22,751
6633015,Kaufungen,Grundzentrum,12764,0,0,0,488.11,27.11,11,1293
6633016,Liebenau,Grundzentrum,2989,0,0,0,61.15,10.21,13,462
6633017,Lohfelden,Grundzentrum,14393,0,0,0,868.09,44.75,39,3604
6633018,Naumburg,Grundzentrum,5111,0,0,0,77.07,8.29,20,935
6633019,Nieste,Grundzentrum,2080,0,0,0,512.32,27.59,7,220
6633020,Niestetal,Grundzentrum,11434,0,0,0,515.97,26.58,37,3541
6633022,Reinhardshagen,Grundzentrum,4391,0,0,0,338.03,24.63,16,420
6633023,Schauenburg,Grundzentrum,10644,0,0,0,344.8,21.8,26,1887
6633024,Söhrewald,Grundzentrum,4677,0,0,0,79.32,6.56,10,579
6633025,Trendelburg,Grundzentrum,4867,0,0,0,70.16,11.24,26,759
6633029,Zierenberg,Grundzentrum,6604,0,0,0,76.3,10.61,10,395
6633030,Wesertal,Grundzentrum,5110,0,0,0,97.06,11.59,22,565
6634002,Edermünde,Grundzentrum,7442,0,0,0,287.89,19.88,13,474
6634003,Felsberg,Grundzentrum,10633,0,0,0,127.62,12.52,30,815
6634004,Frielendorf,Grundzentrum,7318,0,0,0,85.25,10.87,25,465
6634006,Gilserberg,Grundzentrum,2951,0,0,0,47.94,8.77,14,91
6634007,Gudensberg,Grundzentrum,9983,0,0,0,214.73,16.11,18,546
6634008,Guxhagen,Grundzentrum,5481,0,0,0,209.28,17.53,18,484
6634010,Jesberg,Grundzentrum,2161,0,0,0,43.4,6.31,8,136
6634011,Knüllwald,Grundzentrum,4447,0,0,0,44.17,9.6,28,305
6634012,Körle,Grundzentrum,3089,0,0,0,176.41,15.82,7,111
6634013,Malsfeld,Grundzentrum,3989,0,0,0,115.56,15.9,15,403
6634015,Morschen,Grundzentrum,3180,0,0,0,66.36,8.89,11,117
6634016,Neuental,Grundzentrum,3014,0,0,0,77.94,12.44,12,206
6634017,Neukirchen,Grundzentrum,7026,0,0,0,106.05,11.43,18,519
6634018,Niedenstein,Grundzentrum,5577,0,0,0,182.2,14.73,16,741
6634019,Oberaula,Grundzentrum,3289,0,0,0,74.73,11.43,13,331
6634020,Ottrau,Grundzentrum,2164,0,0,0,44.62,8.95,11,151
6634021,Schrecksbach,Grundzentrum,2981,0,0,0,81.43,11.2,10,229
6634023,Schwarzenborn,Grundzentrum,1209,0,0,0,44.94,7.17,7,60
6634024,Spangenberg,Grundzentrum,6122,0,0,0,62.65,8.23,27,600
6634025,Wabern,Grundzentrum,7447,0,0,0,144.86,18.03,27,1202
6634026,Willingshausen,Grundzentrum,4822,0,0,0,80.41,9.74,17,277
6634027,Bad Zwesten,Grundzentrum,3832,0,0,0,97.14,9.25,10,318
6635005,Bromskirchen,Grundzentrum,1931,0,0,0,54.83,9.77,4,98
6635006,Burgwald,Grundzentrum,5034,0,0,0,121.89,12.37,13,264
6635007,Diemelsee,Grundzentrum,4706,0,0,0,38.7,8.8,31,879
6635008,Diemelstadt,Grundzentrum,5354,0,0,0,64.86,9.53,27,472
6635009,Edertal,Grundzentrum,6220,0,0,0,53.78,7.72,43,985
6635010,Frankenau,Grundzentrum,2933,0,0,0,51.2,7.68,10,325
6635012,Gemünden (Wohra),Grundzentrum,3961,0,0,0,67.54,8.29,19,447
6635013,Haina (Kloster),Grundzentrum,3409,0,0,0,37.37,5.74,21,426
6635014,Hatzfeld (Eder),Grundzentrum,2963,0,0,0,50.64,8.6,18,506
6635016,Lichtenfels,Grundzentrum,4133,0,0,0,42.71,7.6,26,639
6635017,Rosenthal,Grundzentrum,2137,0,0,0,41.45,5.33,9,109
6635018,Twistetal,Grundzentrum,4226,0,0,0,57.05,8.06,19,235
6635019,Vöhl,Grundzentrum,5517,0,0,0,55.81,8.8,38,738
6635020,Volkmarsen,Grundzentrum,6769,0,0,0,100.33,11.74,18,442
6635021,Waldeck,Grundzentrum,6810,0,0,0,58.86,10.14,29,655
6635022,Willingen (Upland),Grundzentrum,6422,1,2,251,80.01,11.04,36,867
6636001,Bad Sooden-Allendorf,Grundzentrum,8394,1,2,295,113.82,10.85,53,1031
6636002,Berkatal,Grundzentrum,1508,0,0,0,77.06,12.37,7,104
6636004,Großalmerode,Grundzentrum,6255,0,0,0,166.4,17.11,22,712
6636005,Herleshausen,Grundzentrum,2820,0,0,0,47.39,9.78,18,257
6636007,Meinhard,Grundzentrum,4560,0,0,0,115.09,13.53,16,457
6636008,Meißner,Grundzentrum,2950,0,0,0,65.83,11.81,19,339
6636009,Neu-Eichenberg,Grundzentrum,1808,0,0,0,65.37,9.98,13,248
6636010,Ringgau,Grundzentrum,2868,0,0,0,42.93,10.06,14,255
6636012,Waldkappel,Grundzentrum,4231,0,0,0,43.83,8.53,26,564
6636013,Wanfried,Grundzentrum,4227,0,0,0,90.17,10.35,18,648
6636014,Wehretal,Grundzentrum,4999,0,0,0,127.53,13.21,14,402
6636015,Weißenborn,Grundzentrum,952,0,0,0,61.18,11.95,2,21
7131003,Altenahr,Grundzentrum,1492,0,0,0,100.61,10.38,11,335
7131006,Bad Breisig,Grundzentrum,9740,0,0,0,488.71,19.97,17,584
7131055,Niederzissen,Grundzentrum,2784,0,0,0,232.97,24.44,11,422
7131090,Grafschaft,Grundzentrum,10998,0,0,0,190.94,16.96,38,1358
7131202,Burgbrohl,Grundzentrum,3318,0,0,0,312.14,19.85,7,312
7131502,Kempenich,Grundzentrum,1902,0,0,0,159.56,16.28,6,136
7132018,Daaden,Grundzentrum,4225,0,0,0,215.78,15.22,14,439
7132032,Flammersfeld,Grundzentrum,1452,0,0,0,357.64,24.63,4,83
7132039,Gebhardshain,Grundzentrum,1898,0,0,0,318.99,20.84,6,151
7132044,Hamm (Sieg),Grundzentrum,3785,0,0,0,1034.15,52.46,9,387
7132050,Herdorf,Grundzentrum,6651,0,0,0,369.71,21.07,22,1011
7132055,Horhausen (Westerwald),Grundzentrum,2123,0,0,0,449.79,25.42,7,142
7132072,Mudersbach,Grundzentrum,5857,0,0,0,617.83,31.12,19,486
7132076,Niederfischbach,Grundzentrum,4119,0,0,0,284.66,18.52,23,782
7133054,Langenlonsheim,Grundzentrum,4126,0,0,0,346.43,25.78,6,169
7133103,Stromberg,Grundzentrum,3477,0,0,0,385.9,27.3,13,509
7133107,Waldböckelheim,Grundzentrum,2209,0,0,0,118.89,11.57,11,209
7133117,Rüdesheim,Grundzentrum,2654,0,0,0,760.46,39.83,6,422
7134039,Herrstein,Grundzentrum,793,0,0,0,164.86,14.55,6,84
7134069,Rhaunen,Grundzentrum,2155,0,0,0,200.47,15.81,10,132
7135010,Blankenrath,Grundzentrum,1697,0,0,0,369.72,24.18,2,69
7135024,Ediger-Eller,Grundzentrum,916,0,0,0,47.76,11.63,5,187
7135045,Kaisersesch,Grundzentrum,3254,0,0,0,397.8,37.78,9,472
7135057,Lutzerath,Grundzentrum,1466,0,0,0,61.86,8.61,7,177
7135082,Treis-Karden,Grundzentrum,2156,0,0,0,68.73,6.92,11,367
7135083,Ulmen,Grundzentrum,3475,0,0,0,120.91,15.07,12,345
7137069,Mendig,Grundzentrum,9128,0,0,0,384.34,24.42,19,851
7137086,Ochtendung,Grundzentrum,5595,0,0,0,232.64,18.21,11,497
7137088,Plaidt,Grundzentrum,5936,0,0,0,632.16,42.6,8,531
7137089,Polch,Grundzentrum,6976,0,0,0,243.24,20.57,19,492
7137212,Kobern-Gondorf,Grundzentrum,3153,0,0,0,111.02,11.94,16,345
7137216,Mülheim-Kärlich,Grundzentrum,11312,0,0,0,688.92,37.88,19,894
7137221,Rhens,Grundzentrum,3037,0,0,0,186.2,10.85,4,336
7137228,Weißenthurm,Grundzentrum,9259,0,0,0,2320.55,64.91,22,777
7137501,Münstermaifeld,Grundzentrum,3443,0,0,0,123.98,11.88,14,214
7138003,Asbach,Grundzentrum,7605,1,5,679,197.12,17.26,20,902
7138004,Bad Hönningen,Grundzentrum,6133,0,0,0,305.28,13.64,9,259
7138044,Neustadt (Wied),Grundzentrum,6666,0,0,0,186.15,21.08,38,910
7138057,Puderbach,Grundzentrum,2467,0,0,0,223.87,16.7,13,320
7138061,Rengsdorf,Grundzentrum,2872,0,0,0,415.63,23.73,7,230
7138063,Rheinbrohl,Grundzentrum,4155,0,0,0,241.57,12.79,5,208
7138073,Unkel,Grundzentrum,5038,0,0,0,617.4,25,13,462
7138076,Waldbreitbach,Grundzentrum,1913,0,0,0,299.37,20.66,5,111
7140024,Büchenbeuren,Grundzentrum,1793,0,0,0,298.83,37.33,4,84
7140036,Emmelshausen,Grundzentrum,4948,0,0,0,614.66,25.59,13,565
7140067,Kirchberg (Hunsrück),Grundzentrum,4107,0,0,0,227.53,21.22,13,512
7140112,Oberwesel,Grundzentrum,2864,0,0,0,158.41,14.88,18,564
7140125,Rheinböllen,Grundzentrum,4249,0,0,0,259.72,21.21,13,417
7140145,Sohren,Grundzentrum,3370,0,0,0,357.75,25.37,5,214
7141051,Hahnstätten,Grundzentrum,2939,1,1,82,274.67,19.35,7,201
7141059,Holzappel,Grundzentrum,1048,0,0,0,383.88,28.94,7,166
7141068,Katzenelnbogen,Grundzentrum,2261,0,0,0,246.3,17.97,6,249
7141091,Nassau,Grundzentrum,4688,0,0,0,267.12,13.9,11,252
7141501,Braubach,Grundzentrum,2975,0,0,0,152.56,10.41,8,395
7143062,Ransbach-Baumbach,Grundzentrum,8082,0,0,0,665.19,38.02,6,291
7143067,Selters (Westerwald),Grundzentrum,2937,0,0,0,337.59,25.86,3,147
7143206,Bad Marienberg (Westerwald),Grundzentrum,6238,0,0,0,626.93,38.99,14,319
7143286,Rennerod,Grundzentrum,4448,0,0,0,245.2,22.22,13,202
7143304,Wallmerod,Grundzentrum,1503,0,0,0,567.17,34.72,5,74
7231072,Kröv,Grundzentrum,2233,0,0,0,151.29,15.24,7,193
7231080,Manderscheid,Grundzentrum,1476,0,0,0,146.72,16,9,181
7231092,Neumagen-Dhron,Grundzentrum,2337,0,0,0,143.55,15.17,10,226
7231113,Salmtal,Grundzentrum,2496,0,0,0,177.15,17.53,6,148
7231123,Thalfang,Grundzentrum,1831,0,0,0,94.28,12.82,9,124
7231502,Morbach,Grundzentrum,10701,0,0,0,87.53,11.76,41,398
